|GCZP2A     | Chromite - FeOCr2O3 - DP/EC5 | BRAGANCA   | danieloliveira | 41.80 | -6.88 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2006/12/05 | 62 | 2 | 2 | 838
|GC103AM    | A Salto         | CASTELO BRANCO | MAntunes   | 39.82 | -6.97 | MULTI      | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2006/12/30 | 75 | 4 | 14 | -9999999
|GC12Z01    | Obelisco da Memoria [Perafita - Matosinhos] | PORTO      | p@Che      | 41.23 | -8.72 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2007/05/16 | 1103 | 26 | 9 | 6
|GCP007     | Moorish River   | COIMBRA    | Geografo   | 40.10 | -8.50 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2005/05/19 | 270 | 9 | 64 | -9999999
|GC161M4    | Salvem o Rio Ave | PORTO      | emlino     | 41.37 | -8.70 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/09/18 | 200 | 19 | 1 | 7
|GC1059M    | Nossa Senhora Mae de Deus e dos Homens [Pragal] | SETUBAL    | cyclopes   | 38.67 | -9.17 | TRADITIONAL | MICRO      | 1.50 | 1.00 | AVAILABLE  | 2007/01/01 | 945 | 32 | 1 | 74
|GCT7QN     | What time is it? / Que horas sao? [Lisboa] | LISBOA     | rebordao   | 38.71 | -9.14 | PUZZLE     | SMALL      | 3.50 | 2.00 | AVAILABLE  | 2006/02/11 | 173 | 9 | 9 | 5
|GCZFEJ     | Po-de-Anjo [Palmela, Setubal] | SETUBAL    | almeidara  | 38.56 | -8.94 | MULTI      | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2006/11/26 | 201 | 40 | 5 | 95
|GC16W9B    | Vamos a banhos [Mangualde] | VISEU      | cmatos     | 40.60 | -7.87 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/10/21 | 297 | 2 | 5 | 232
|GC16MM8    | RELOGIO DE SOL - ALPEDRIZ | LEIRIA     | NSilva & Gorete | 39.63 | -8.95 | MULTI      | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2007/10/13 | 304 | 3 | 0 | 42
|GC12DVZ    | Barquinha e o Tejo aqui ao lado | SANTAREM   | Paulo Martins | 39.46 | -8.43 | MULTI      | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2007/04/24 | 490 | 32 | 7 | 25
|GC148QM    | penedo das letras (braga) | BRAGA      | vitinhaxXx | 41.47 | -8.46 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/07/10 | 157 | 8 | 8 | 442
|GC14WVG    | Castro da Carcoda - Andancas 2007 [S. Pedro Sul] | VISEU      | daraopedal | 40.80 | -8.12 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/08/03 | 144 | 1 | 4 | 541
|GCPM58     | The Giants of Don Quijote - Sabugal | GUARDA     | amoreira   | 40.31 | -7.16 | PUZZLE     | REGULAR    | 1.00 | 1.00 | AVAILABLE  | 2005/07/08 | 70 | 3 | 1 | -9999999
|GC174K8    | ARRIFE Twins III | SANTAREM   | sammendes  | 39.53 | -8.60 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/11/02 | 107 | 4 | 6 | 184
|GCXXY4     | Sudoku Symphony of the Serras | FARO       | Team Caracache | 37.27 | -8.70 | PUZZLE     | REGULAR    | 3.00 | 3.00 | AVAILABLE  | 2006/09/11 | 40 | 5 | 5 | -9999999
|GCW5EA     | A FENDA [Lourinha] | LISBOA     | miguelrk   | 39.30 | -9.20 | TRADITIONAL | REGULAR    | 3.00 | 5.00 | AVAILABLE  | 2006/05/21 | 118 | 7 | 63 | 88
|GC1585G    | AA10 - Parque Tematico da Lagoa | LEIRIA     | H3A        | 39.83 | -8.86 | MULTI      | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/08/18 | 235 | 11 | 0 | 14
|GCXF5A     | Rota das Capelas | SETUBAL    | papaleguas | 38.47 | -9.00 | TRADITIONAL | SMALL      | 2.00 | 4.00 | AVAILABLE  | 2006/08/01 | 300 | 20 | 4 | -9999999
|GC10CWT    | masseiras       | PORTO      | emlino     | 41.46 | -8.77 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/01/14 | 551 | 2 | 1 | 7
|GCXQQ9     | Estela-Menir [Tondela, Viseu] | VISEU      | almeidara  | 40.63 | -8.09 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2006/08/15 | 287 | 1 | 0 | -9999999
|GCRH48     | Monte Branco [Nazare] | LEIRIA     | olharapo   | 39.60 | -9.07 | TRADITIONAL | REGULAR    | 1.00 | 3.00 | AVAILABLE  | 2005/11/27 | 1048 | 7 | 8 | 36
|GC10ZNQ    | DP31 - Serra Serrada | BRAGANCA   | danieloliveira | 41.97 | -6.78 | TRADITIONAL | REGULAR    | 2.50 | 1.50 | AVAILABLE  | 2007/03/06 | 113 | 0 | 7 | 1256
|GCH2DB     | OuohhmmmOuohhmmmm [Pampilhosa da Serra] | COIMBRA    | ftomar     | 40.11 | -8.04 | MULTI      | OTHER_SIZE | 1.00 | 2.00 | AVAILABLE  | 2003/10/11 | 75 | 3 | 6 | 991
|GC11NCC    | Walking on SW Cliff?s | FARO       | tfernandes | 37.43 | -8.81 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2007/03/24 | 289 | 0 | 10 | 27
|GC14F51    | A BROA TEM UM MUSEU | PORTO      | eterlusitano | 41.11 | -8.35 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/07/18 | 223 | 3 | 10 | 237
|GC1050A    | BH37 Devils in Danger - Portugal [Lisboa] | LISBOA     | prodrive   | 38.74 | -9.19 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/01/05 | 749 | 38 | 1 | 123
|GC13JYV    | A Cache do Luis | PORTALEGRE | luis74     | 38.92 | -7.65 | TRADITIONAL | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2007/06/07 | 44 | 2 | 4 | 449
|GC16KER    | Barca do Lago   | BRAGA      | curious_seagull | 41.52 | -8.74 | TRADITIONAL | SMALL      | 3.50 | 2.50 | AVAILABLE  | 2007/10/11 | 301 | 18 | 5 | -9999999
|GC13RR7    | TF-04 O Eremita | LEIRIA     | trifaisca  | 39.54 | -8.73 | TRADITIONAL | REGULAR    | 4.00 | 4.00 | AVAILABLE  | 2007/06/20 | 112 | 7 | 41 | 462
|GCPRKF     | Penedo do Lexim Earthcache | LISBOA     | lynx pardinus | 38.89 | -9.31 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.00 | AVAILABLE  | 2005/07/18 | 335 | 0 | 45 | 186
|GC16ZJ0    | Aroeira VS Freixo [Valongo] | PORTALEGRE | NGCAvis    | 39.17 | -7.87 | MULTI      | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/10/26 | 82 | 0 | 0 | 190
|GC13JZ6    | Monte S. Joao de Valinhas [Arouca] | AVEIRO     | daraopedal | 40.94 | -8.26 | TRADITIONAL | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2007/06/08 | 93 | 3 | 1 | 429
|GC13K9C    | Rio de Onor [PN Montezinho] | BRAGANCA   | almeidara  | 41.94 | -6.62 | MULTI      | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/05/17 | 90 | 8 | 8 | -9999999
|GCKJ9A     | Feel The Wind   | LISBOA     | MAntunes   | 38.77 | -9.46 | TRADITIONAL | LARGE      | 1.50 | 2.50 | AVAILABLE  | 2004/09/16 | 835 | 19 | 45 | 456
|GC174KW    | ARRIFE Twins IV | SANTAREM   | sammendes  | 39.55 | -8.59 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/11/02 | 99 | 2 | 4 | 186
|GC14Y7J    | Entre-Aguas - Benavila | PORTALEGRE | NGCAvis    | 39.12 | -7.87 | TRADITIONAL | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2007/08/05 | 226 | 5 | 4 | 127
|GC13MBE    | Terra           | VILA REAL  | Reino Maravilhoso | 41.17 | -7.67 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/06/14 | 80 | 3 | 4 | 616
|GCNVB0     | Forte do Pessegueiro | SETUBAL    | GlorfindelPT | 37.83 | -8.79 | TRADITIONAL | REGULAR    | 1.00 | 2.00 | AVAILABLE  | 2005/05/08 | 1473 | 9 | 73 | -9999999
|GC158WW    | Farol [Ferragudo] | FARO       | mtrevas    | 37.11 | -8.52 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/08/17 | 1347 | 13 | 17 | 6
|GCKKCN     | Vale dos Pirilampos (Fonte da Felicia) | LEIRIA     | Palmilhas  | 39.76 | -8.98 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2004/09/19 | 723 | 44 | 52 | 74
|GC16P3C    | Castro de Praganca [Cadaval] | LISBOA     | HDV        | 39.20 | -9.06 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/10/14 | 338 | 5 | 18 | 294
|GCR7GG     | O Misterio de Gualdim [Pombal] | LEIRIA     | argonauta  | 39.90 | -8.62 | PUZZLE     | NOT_CHOSEN | 4.00 | 3.50 | AVAILABLE  | 2005/11/05 | 100 | 15 | 27 | 133
|GC176CK    | Tapada's Secrets [Lisboa] | LISBOA     | Bringer    | 38.71 | -9.18 | MULTI      | REGULAR    | 2.50 | 2.50 | AVAILABLE  | 2007/11/04 | 187 | 11 | 41 | 41
|GC14DBM    | The Stargate Mystery | SETUBAL    | Blue_Trekkers | 38.62 | -9.23 | PUZZLE     | SMALL      | 2.50 | 1.50 | AVAILABLE  | 2007/11/07 | 280 | 3 | 5 | 0
|GC13MJ9    | Cruz de Portugal [Xelb] | FARO       | clcortez   | 37.19 | -8.43 | TRADITIONAL | MICRO      | 2.50 | 1.50 | AVAILABLE  | 2007/06/13 | 969 | 91 | 0 | 11
|GCY6CB     | three mountains | VISEU      | rescue_man | 41.00 | -7.80 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/09/07 | 128 | 2 | 0 | 1082
|GC10ZPT    | Paul do Boquilobo [Golega] | SANTAREM   | CrisLuiz   | 39.39 | -8.54 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2007/02/03 | 190 | 2 | 2 | 15
|GC16657    | Fafiao - Varanda das Sombrosas | BRAGA      | naventuras | 41.73 | -8.08 | TRADITIONAL | SMALL      | 1.50 | 4.00 | AVAILABLE  | 2007/09/23 | 87 | 1 | 21 | 815
|GCWQ23     | Sao Jeronimo [Lisboa da Expansao] | LISBOA     | almeidara  | 38.70 | -9.21 | PUZZLE     | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2006/06/21 | 395 | 50 | 8 | 55
|GCKC67     | Pico da Vara    | ARQUIPELAGO DOS ACORES | Tech of Sweden | 37.81 | -25.21 | TRADITIONAL | REGULAR    | 1.50 | 3.50 | AVAILABLE  | 2004/08/19 | 230 | 2 | 14 | 1026
|GC166H1    | Capela de Sao Filipe de Gens | BRAGA      | Callaeci   | 41.55 | -8.48 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/09/24 | 203 | 6 | 0 | 242
|GC16J4Y    | Anta de Pavia   | EVORA      | almeidara  | 38.89 | -8.02 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/10/09 | 238 | 20 | 17 | -9999999
|GC110R1    | Stay in Peace - Lazarus | SANTAREM   | lynx pardinus | 38.88 | -8.40 | TRADITIONAL | REGULAR    | 1.00 | 2.00 | AVAILABLE  | 2007/02/18 | 229 | 8 | 5 | 104
|GCZW14     | Agua Formosa    | LEIRIA     | Paulo_Domingues | 39.84 | -8.92 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2006/12/17 | 434 | 45 | 0 | 42
|GC15GRG    | The Lagos 6 + 1 - #2 Barao Sao Joao | FARO       | Team Caracache | 37.14 | -8.78 | MULTI      | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/08/29 | 187 | 2 | 2 | -9999999
|GCZ820     | ENCYCLOPAEDIA GALACTICA [Constancia] | SANTAREM   | Paulo Martins | 39.50 | -8.32 | TRADITIONAL | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2006/11/06 | 571 | 2 | 23 | 152
|GCK8F1     | J-ATBASH-te Banho? [VN1000F] | BEJA       | paulohercules | 37.72 | -8.78 | TRADITIONAL | SMALL      | 2.00 | 4.00 | AVAILABLE  | 2004/08/01 | 499 | 56 | 108 | 33
|GCTV7D     | Monsanto Subterraneo [Lisboa] | LISBOA     | Bargao_Henriques | 38.73 | -9.18 | TRADITIONAL | REGULAR    | 2.50 | 3.50 | AVAILABLE  | 2006/03/11 | 572 | 21 | 193 | 119
|GC178CM    | Ilha da Pomba   | EVORA      | Francis Carm | 38.22 | -7.47 | TRADITIONAL | REGULAR    | 2.50 | 4.50 | AVAILABLE  | 2007/11/07 | 34 | 0 | 1 | 142
|GC13V51    | Douro Eterno [Casal de Loivos] | VILA REAL  | cucureal   | 41.20 | -7.53 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/06/22 | 159 | 16 | 12 | 423
|GC15TAE    | A Piece of Alaska In Portugal | LISBOA     | Ladybug Kids | 38.72 | -9.20 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/09/10 | 973 | 9 | 5 | 153
|GCKN4F     | FOJO!!!         | LISBOA     | lynx pardinus | 38.80 | -9.49 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2004/09/26 | 414 | 27 | 18 | 62
|GC14VBN    | Ciclopista Guimaraes-Fafe | BRAGA      | jmaferreira | 41.42 | -8.23 | TRADITIONAL | REGULAR    | 1.00 | 3.00 | AVAILABLE  | 2007/08/01 | 296 | 0 | 1 | 275
|GC15KW3    | ST43 - CONVENTO FRANCISCANO DE MONTARIOL | BRAGA      | SPY_Team   | 41.57 | -8.41 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/09/02 | 529 | 3 | 1 | 246
|GC1563F    | BALTAR ALTANEIRO | PORTO      | eterlusitano | 41.20 | -8.39 | TRADITIONAL | SMALL      | 2.50 | 2.00 | AVAILABLE  | 2007/08/15 | 200 | 24 | 6 | 463
|GC16D8X    | Caca ao Tesouro | SANTAREM   | ftomar     | 39.69 | -8.23 | TRADITIONAL | SMALL      | 1.00 | 1.00 | AVAILABLE  | 2007/09/29 | 322 | 1 | 11 | 185
|GCYXQT     | Brufe, Terras de Bouro | BRAGA      | Jafqa      | 41.77 | -8.23 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2006/10/16 | 206 | 11 | 9 | -9999999
|GC15R79    | Capela do Vale  | SANTAREM   | sammendes  | 39.49 | -8.54 | TRADITIONAL | SMALL      | 2.50 | 2.00 | AVAILABLE  | 2007/09/07 | 702 | 22 | 14 | 32
|GC12J2Z    | Poco do Inferno | GUARDA     | clcortez   | 40.37 | -7.52 | TRADITIONAL | REGULAR    | 2.00 | 3.50 | AVAILABLE  | 2007/04/29 | 288 | 28 | 40 | 1098
|GC16J8A    | Mosteiro de Santa Clara a Velha | COIMBRA    | All Happy  | 40.20 | -8.43 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/10/26 | 2574 | 27 | 29 | -9999999
|GC148CG    | Dunas de Ovar v2 | AVEIRO     | Malok0     | 40.87 | -8.64 | TRADITIONAL | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2007/07/02 | 571 | 21 | 1 | 11
|GC105X2    | Vilar Maior [Sabugal] | GUARDA     | HDV        | 40.48 | -6.94 | MULTI      | LARGE      | 3.00 | 3.00 | AVAILABLE  | 2007/01/03 | 40 | 8 | 3 | 775
|GC13HQD    | Amadeo          | PORTO      | kidloco    | 41.27 | -8.08 | TRADITIONAL | MICRO      | 2.00 | 1.50 | AVAILABLE  | 2007/06/29 | 144 | 42 | 1 | -9999999
|GCQM5V     | Have a Pen? [Pedra Bela- Geres] | BRAGA      | razalas    | 41.72 | -8.15 | TRADITIONAL | NOT_CHOSEN | 2.00 | 2.50 | AVAILABLE  | 2005/09/10 | 1167 | 83 | 48 | 794
|GC16673    | ONDE MELHOR SE VE GUIMARAES | BRAGA      | eterlusitano | 41.43 | -8.27 | TRADITIONAL | MICRO      | 2.50 | 1.50 | AVAILABLE  | 2007/09/24 | 790 | 45 | 14 | 557
|GC15QZW    | POCO DA BARACEIRA | VIANA DO CASTELO | TheCelticSpirit | 41.82 | -8.30 | MULTI      | REGULAR    | 3.00 | 3.00 | AVAILABLE  | 2007/08/21 | 76 | 3 | 33 | -9999999
|GC4T2NQ    | First cache in Madeira | ARQUIPELAGO DA MADEIRA | Geocalheta | 32.64 | -16.94 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2001/11/07 | 539 | 35 | 24 | 125
|GCGE98     | Vale das Buracas | COIMBRA    | MAntunes   | 40.05 | -8.50 | TRADITIONAL | REGULAR    | 2.50 | 3.50 | AVAILABLE  | 2003/07/09 | 369 | 30 | 56 | 293
|GC15NV6    | Carvalheira - Geres | BRAGA      | naventuras | 41.75 | -8.23 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/09/02 | 235 | 8 | 1 | 664
|GCHQ5N     | Vaca            | ARQUIPELAGO DA MADEIRA | macmurphy  | 32.81 | -17.20 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2004/02/14 | 1270 | 19 | 5 | 1100
|GCXR5Z     | Indiana Jones e o Comboio Fantasma [Viseu] | VISEU      | almeidara  | 40.64 | -8.02 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/08/16 | 395 | 38 | 29 | 417
|GC12D6E    | Gruta do Porto Covo [Alcabideche] | LISBOA     | MakoShark2 | 38.75 | -9.42 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/04/22 | 488 | 27 | 12 | 107
|GCG349     | Mouriscas [Setubal] | SETUBAL    | orebelo    | 38.53 | -8.81 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | DISABLED   | 2003/05/10 | 459 | 25 | 3 | 4
|GCV4H1     | Era uma vez... no Jardim da Sereia | COIMBRA    | rifkindsss | 40.21 | -8.42 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2006/03/29 | 1934 | 49 | 4 | 90
|GC14AHX    | CONVENTO DE ALPENDURADA | PORTO      | eterlusitano | 41.08 | -8.24 | MULTI      | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/07/12 | 130 | 9 | 8 | 117
|GC11CMZ    | [Siglas Poveiras] Santo Andre das Almas | PORTO      | eniel      | 41.41 | -8.79 | TRADITIONAL | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2007/03/11 | 383 | 5 | 0 | 4
|GC159Q4    | Arronches - Pinturas Rupestres da Lapa dos GaivoesPORTALEGRE | PORTALEGRE | meiolimao  | 39.15 | -7.17 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/08/15 | 122 | 8 | 2 | 349
|GCVTP5     | Evoramonte [Estremoz] | EVORA      | clcortez   | 38.77 | -7.71 | TRADITIONAL | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2006/05/02 | 563 | 23 | 20 | 456
|GCG3TW     | Aldeia Jose Franco [Mafra] | LISBOA     | Rechena    | 38.96 | -9.35 | VIRTUAL    | VIRTUAL    | 2.00 | 1.00 | AVAILABLE  | 2003/05/14 | 843 | 5 | 112 | 177
|GCPFJA     | Serra da Estrela - Lagoa da Paixao | GUARDA     | meiolimao  | 40.34 | -7.61 | TRADITIONAL | REGULAR    | 3.00 | 3.50 | AVAILABLE  | 2005/06/25 | 91 | 0 | 19 | 1666
|GC178TB    | LAGOA AO VENTO (VG) | BRAGA      | eterlusitano | 41.51 | -8.09 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/11/08 | 150 | 0 | 2 | 733
|GCPB0A     | Povoa de Cervaes/Serra da Poisada | VISEU      | saltafronteiras | 40.57 | -7.68 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2005/06/12 | 66 | 2 | 5 | 463
|GCW449     | GnE II a - Segue o Coelho certo! / Down the RabbitLISBOA | LISBOA     | B.O.D.A.   | 38.75 | -9.47 | TRADITIONAL | LARGE      | 3.00 | 2.50 | AVAILABLE  | 2006/05/19 | 314 | 15 | 2 | 26
|GCGX69     | Under... where?? [Ponte de Lousa] | LISBOA     | vsergios   | 38.87 | -9.22 | TRADITIONAL | REGULAR    | 3.00 | 3.00 | AVAILABLE  | 2003/09/14 | 167 | 2 | 35 | 195
|GCZFDX     | A'caca no Sal   | SETUBAL    | almeidara  | 38.37 | -8.51 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/11/21 | 445 | 8 | 10 | 42
|GCG7H1     | Enjoy Alcochete [Alcochete] | SETUBAL    | rebordao   | 38.75 | -8.98 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2003/06/06 | 283 | 21 | 20 | -9999999
|GCG1YK     | Homage to Kazuo Dan [Torres Vedras] | LISBOA     | Lobo Astuto | 39.14 | -9.38 | VIRTUAL    | VIRTUAL    | 1.00 | 1.00 | AVAILABLE  | 2003/05/03 | 838 | 0 | 22 | 17
|GC176VP    | [Siglas Poveiras] S. Bento da Porta Aberta | BRAGA      | eniel      | 41.69 | -8.20 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/11/04 | 885 | 9 | 1 | 312
|GC12653    | Senhora do Castelo [Aljustrel] | BEJA       | MightyReek | 37.88 | -8.17 | TRADITIONAL | SMALL      | 3.00 | 2.50 | AVAILABLE  | 2007/04/08 | 363 | 24 | 24 | -9999999
|GCVYCY     | Couto de Baixo [Viseu] | VISEU      | almeidara  | 40.66 | -8.01 | MULTI      | REGULAR    | 1.00 | 1.00 | AVAILABLE  | 2006/05/08 | 159 | 6 | 1 | 382
|GC11WWT    | A View To The North [Minde] | SANTAREM   | Bargao_Henriques | 39.51 | -8.69 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/04/01 | 136 | 5 | 23 | -9999999
|GCKMJH     | Dinosaur Trackways Natural Monument | SANTAREM   | CarFil     | 39.57 | -8.59 | TRADITIONAL | REGULAR    | 2.50 | 2.00 | AVAILABLE  | 2004/10/02 | 422 | 6 | 11 | 316
|GC16041    | R12 Fojo Lobal [Cabreira - Vieira do Minho] | BRAGA      | jcr        | 41.63 | -8.03 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/09/16 | 42 | 2 | 0 | 1082
|GCM88K     | Agua e Gelo [Castanheira de Pera] | LEIRIA     | Baunilha & Chocolate | 40.08 | -8.16 | MULTI      | REGULAR    | 3.50 | 3.50 | AVAILABLE  | 2004/12/09 | 123 | 7 | 38 | -9999999
|GC12TRC    | Cobras, lagartos & cobroes [VVRodao] | CASTELO BRANCO | rebordao   | 39.73 | -7.76 | MULTI      | REGULAR    | 1.50 | 4.00 | AVAILABLE  | 2007/05/10 | 56 | 3 | 12 | 187
|GCRMBB     | Castelo de Sta. Cruz [Arcos de Valdevez] | VIANA DO CASTELO | marioafonso | 41.85 | -8.45 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2005/12/21 | 256 | 7 | 14 | 392
|GC15QGW    | Em busca do vale encantado I [Senhora da Carvalha]GUARDA | GUARDA     | paulomatos | 41.06 | -7.21 | TRADITIONAL | REGULAR    | 1.00 | 1.00 | AVAILABLE  | 2007/09/02 | 185 | 0 | 0 | 593
|GCJVQV     | Water Mills     | BRAGANCA   | afonso_loureiro | 41.40 | -6.37 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2004/06/26 | 82 | 4 | 8 | -9999999
|GC11KW6    | Anta da Foz do Rio Frio [Ortiga] | SANTAREM   | Kitiara & Sal | 39.47 | -8.06 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/03/22 | 265 | 1 | 10 | 48
|GC112BQ    | As Meninas d'Odivelas | LISBOA     | vsergios   | 38.79 | -9.18 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2007/02/21 | 761 | 39 | 7 | -9999999
|GCYBF5     | Cividade Terroso | PORTO      | Jafqa      | 41.41 | -8.72 | MULTI      | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2006/09/16 | 170 | 13 | 7 | 135
|GCMN6V     | Anta de Alter Pedroso | PORTALEGRE | Geografo   | 39.19 | -7.63 | TRADITIONAL | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2004/11/20 | 247 | 9 | 3 | 330
|GC12RXH    | Funchal Walkabout | ARQUIPELAGO DA MADEIRA | The Garlands | 32.65 | -16.91 | MULTI      | MICRO      | 2.00 | 1.50 | AVAILABLE  | 2007/07/24 | 1823 | 74 | 172 | 0
|GCQCGD     | VALE DO TAMEL(TAMEL S.PEDRO FINS) | BRAGA      | teotonio   | 41.60 | -8.62 | TRADITIONAL | SMALL      | 3.00 | 4.50 | AVAILABLE  | 2005/09/01 | 127 | 2 | 0 | 285
|GC16FRW    | Casa Estudio Carlos Relvas | SANTAREM   | sammendes  | 39.40 | -8.49 | TRADITIONAL | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2007/10/07 | 643 | 9 | 23 | 23
|GC16Z6D    | Um museu original | LISBOA     | clcortez   | 38.86 | -9.33 | TRADITIONAL | MICRO      | 3.00 | 1.50 | AVAILABLE  | 2007/10/26 | 546 | 13 | 34 | 134
|GCYNJ1     | Na Preguica I - Cascata de Leonte [Peneda-Geres] | BRAGA      | CrisLuiz   | 41.75 | -8.15 | MULTI      | SMALL      | 2.00 | 4.00 | AVAILABLE  | 2006/09/26 | 140 | 4 | 2 | 762
|GCM7X7     | HELP            | LISBOA     | k a k a u  | 39.02 | -9.23 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2004/12/08 | 412 | 2 | 19 | 376
|GC15HQV    | Teatro Solar [Faro] | FARO       | alieri     | 37.03 | -7.94 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/08/30 | 872 | 19 | 3 | -9999999
|GCXEYT     | A Margem do Meio [V.F.Xira, Lisboa] | LISBOA     | almeidara  | 38.83 | -8.97 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2006/08/01 | 168 | 12 | 11 | 4
|GCWQFK     | The Last Eagle [Cabo Sardao] | BEJA       | Limao      | 37.60 | -8.82 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2006/06/17 | 866 | 44 | 17 | 44
|GC174KB    | Moinhos da Fornea (Folgosinho) | GUARDA     | smercel    | 40.50 | -7.51 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/11/02 | 158 | 7 | 5 | -9999999
|GCPA00     | Linhas de Torres Forte do Zambujal [Ericeira] | LISBOA     | play mobil | 38.95 | -9.39 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2005/06/13 | 506 | 4 | 47 | 66
